Vehicle,A,A_Ang_X,A_Ang_Z,S1,S1_Ang_Y,S1_Ang_Z,S2,S2_Ang_Y,S2_Ang_Z,B,B_Ang_X,B_Ang_Y,R,R_Ang_X,R_Ang_Z,BU,Mp01,Mp02,Mp03,Mp04,Mp05,Mp06,Mp07,Mp08,Mp09,Mp10,Mp11,Mp12,BIW_mass_swr
RV,460.3965,30.82632,11.47536,527.2624,9.2736,4.179,614.2852,0.499,0.09824,376.564,21.4871,8.0028,576.8784,2.6052,3.46188,161.568,4.941263535,4.466794151,4.965869953,4.540969018,3.856101165,4.054093258,5.544579482,8.023270694,3.8377729,6.165892398,10.33614122,12.69558122,5697.5175
Small,302.16,23.8176,8.4949,583.5564,7.66232,3.4447,507.7784,4.99212,0.4947,322.464,20.9836,7.75788,561.4405,2.78264,4.51352,170.3832,6.973959912,5.138529993,4.981468225,5.601137867,4.874727222,4.958023512,21.06586985,8.048097938,3.350274513,7.992073894,10.64878131,17.62674132,4439.224
Small,355.3592,21.58464,8.3066,547.195,6.30168,2.83472,868.4064,9.73686,2.8168,329.4525,22.28106,10.653,553.0896,2.5475,2.3092,151.41,3.263995182,4.086947861,5.363266549,5.71490571,5.866493404,7.485849499,6.891675627,6.682326412,2.402835065,4.799092501,11.48247273,11.14261504,3846.2375
Mid,475.8232,29.18244,11.0853,519.339,9.976,5.80374,970.3848,6.93036,2.18416,337.042,22.83588,12.13412,603.8505,1.91634,2.37456,166.3153,5.423679539,5.24019621,7.2668193,8.019743223,5.524915259,7.419850357,9.506483108,6.057042679,2.146622396,8.058001312,10.73582356,14.3309432,5769.227
RV,468.4232,31.45978,11.1474,526.0857,8.077,3.96162,871.044,4.06556,0.09864,322.24,20.77038,9.0504,569.4474,0.5027,9.60192,166.332,6.627371105,4.020881947,5.093977511,5.1948598,3.260542329,3.45250881,5.119833298,4.842886439,1.803635035,3.90219568,5.717695632,8.206977408,4329.265
Small,523.5672,25.19,8.26728,545.981,7.33968,3.35214,712.0406,7.38076,2.3952,314.8478,20.48876,10.11636,595.3143,2.74374,5.43888,151.4228,3.243774694,2.578287747,4.733531832,4.45400807,4.58499027,4.674732049,5.538224722,5.327588865,0.455470256,4.625185393,6.561570417,12.79758728,3694.907
Small,505.1398,23.49616,8.17452,697.8048,3.09814,2.11092,594.248,18.71352,5.86728,302.4228,16.40274,5.07348,561.6312,2.1315,3.40408,143.3632,3.237062372,2.773059823,5.190606309,3.713785763,4.443633715,9.500599428,5.81217567,8.912204036,3.196156378,5.869142496,6.761697276,6.74486623,4226.5425
RV,605.2851,40.44,12.1224,460.0368,2.28666,1.60288,603.6972,1.80432,0.19996,325.6384,16.52632,10.50954,545.7085,1.18608,10.6743,164.2388,5.377428777,4.821231346,6.570418807,5.79105826,4.299886656,7.948889942,9.232048339,8.056665656,3.782600603,5.836702712,#VALUE!,10.88420203,5314.3425
Mid,473.2392,26.2933,11.85002,561.4942,7.46956,4.30086,644.0325,5.9177,2.22552,343.881,25.05206,10.168,597.9,2.9562,5.78094,164.304,5.93526159,6.29869103,10.64595899,4.927875246,6.6640489,5.19453313,9.353550345,6.532193697,2.230879707,6.86155504,12.9559697,19.89722141,5602.2285
Small,535.214,29.14416,10.76112,514.2082,7.19926,3.5665,668.1336,8.28744,3.021,339.4996,21.71322,8.16056,551.6901,1.31352,6.72112,156.6552,2.185832816,2.728466428,1.99741963,2.000435735,2.052053769,3.318950172,5.592009954,2.46625505,0.725526607,4.95983581,6.76774455,11.78429793,3661.056
Small,519.7266,24.705,8.44872,541.294,7.0704,3.35676,716.9948,7.47252,2.43072,315.727,20.67004,10.19796,588.5769,2.74212,5.42484,150.1091,3.290950956,2.780715298,4.501142042,4.440752094,4.679387129,4.791250794,5.27501659,5.80127616,0.471369629,4.601045594,7.026807815,12.75405808,3666.2495
RV,480.4344,31.29424,11.7292,531.4334,9.35272,4.66256,586.4712,3.5112,0.90126,361.296,21.65358,6.94692,576.5874,2.60208,5.3082,152.208,4.645154077,3.361765368,4.428034113,3.473539088,2.431982747,2.819833875,4.495817396,3.991973063,4.448473668,3.97138805,5.519454416,6.921014251,2983.551
RV,403.8661,47.60272,14.34768,710.4868,10.89046,3.4692,643.194,1.39776,0.60888,370.6333,19.40388,9.8901,577.3248,1.73094,7.8464,145.8555,9.818835426,11.7308348,13.99826537,24.00226689,4.681214608,1.684201548,2.141281382,2.01890832,2.107054838,6.243435765,8.414061639,12.53065475,4269.525
RV,613.3239,39.88,11.964,462.5833,2.31656,1.59776,610.1814,1.76724,0.19748,327.672,16.46954,10.50954,544.673,1.2156,10.3845,164.4833,5.128622371,5.121009863,6.573835562,5.358681559,4.287477171,7.614806161,9.332709302,7.710142402,4.00048782,5.833893904,#VALUE!,10.01262579,5519.8845
Mid,477.7136,26.7915,11.96426,559.19,7.52728,4.27678,648.4185,5.90826,2.1648,340.5294,25.15832,9.874,600.54,3.0018,5.75814,161.9405,6.37217561,6.372145153,10.49255901,5.203161684,6.199565337,5.607182958,8.787628858,7.072553176,2.1288905,7.565396825,13.2808244,20.06110356,5456.9955
RV,505.3928,30.75072,11.1078,472.3348,7.626,3.3966,631.5168,0.5093,0.59952,353.7876,19.1412,8.2908,560.2707,0.70098,7.497,175.77,5.661648635,5.63738838,5.470473334,6.562461606,5.583901771,7.478022771,8.341278822,6.876161987,3.723824684,4.96965001,9.354359243,11.95024935,6092.1925
RV,354.0237,26.79444,9.33044,543.3351,7.65534,2.82912,910.8704,0.29658,0.10114,419.6528,19.69488,5.37084,608.328,0.91476,8.3581,167.748,10.62929838,10.37905858,10.14228737,12.33376712,12.908194,19.90520306,13.4754923,3.734716385,4.26229236,6.553520945,9.378526157,12.9264747,6820.4085
Small,354.042,21.79926,8.31644,548.24,6.10204,2.76192,872.1216,9.797,2.76752,329.2563,22.25478,10.7696,559.0044,2.5195,2.30046,149.655,3.079089051,4.297506741,5.079172727,5.61185486,6.153408274,7.721500585,7.279534391,6.414094544,2.47052056,4.771497092,10.79009015,10.29839555,3968.8425
Mid,486.6005,29.60592,11.5874,517.4949,9.64712,6.0648,653.5256,5.27986,1.6796,342.051,25.91074,13.4379,617.7675,2.67462,6.68304,156.7332,21.62981342,8.078678694,10.27211413,11.09909499,6.4450585,6.536806999,8.069398203,8.161972292,2.013251853,11.00675156,11.58362362,24.11139867,7143.642
RV,633.3978,38.52186,12.54656,467.2016,2.2655,1.4847,670.067,2.026,0.40352,357.516,16.72672,9.1764,583.9476,0.81536,12.85888,139.7645,2.885994311,2.639228972,2.302758816,4.094200351,2.793328675,8.702558875,10.7239319,4.419797376,2.499942365,4.824570146,6.048930648,12.27624123,3744.127
Mid,488.9285,29.13824,11.3045,520.3494,9.78236,5.9568,652.4728,5.23746,1.7153,337.8135,25.35048,13.6593,610.7565,2.73672,6.89928,155.0484,21.26754068,8.187850028,9.942417388,11.1542047,6.715750957,6.300498392,8.171130404,8.242109477,2.057705402,11.25390916,11.83098225,23.74990844,6945.807
RV,629.5487,40.06242,12.7744,462.2832,2.28344,1.482,675.561,2.0096,0.39512,358.848,16.7,8.928,591.2851,0.80672,12.7232,138.5969,3.013744562,2.657027241,2.494655384,4.251272147,2.919154291,9.442818032,10.2930831,4.246471989,2.552489761,5.076962146,5.815483886,11.86703319,3925.808
Mid,509.444,29.87608,12.33232,538.974,9.26808,5.61344,932.3428,9.93,3.3796,347.3388,25.1991,13.67808,609.7572,1.28882,8.00428,151.5896,0.529834269,0.421486005,0.421637491,6.669116109,6.407614737,6.154306486,4.695009091,5.351796035,1.8339259,3.705734738,6.025412745,8.159600846,5311.495
Mid,521.7296,30.02304,10.82588,546.804,6.9566,3.61872,937.0591,9.0648,2.9892,337.8813,23.05866,11.99352,548.5154,1.61024,6.9636,154.8295,7.027808097,5.303241694,5.632653526,5.751497874,4.128528825,7.140190324,6.009533713,6.835213495,1.796182763,5.369872697,6.884044543,12.60849851,2649.132
Small,298.32,23.976,8.4762,579.6637,7.74744,3.5497,509.7126,4.81866,0.5027,322.656,20.71608,7.87332,566.243,2.74848,4.55216,170.624,6.435184698,4.879486309,5.043126418,5.897617401,4.897459111,5.01302932,20.00601536,8.19907841,3.212994972,7.889307365,10.93843659,16.81108598,4116.68
Mid,500.9095,29.98372,12.2694,541.512,9.31592,5.63472,949.3749,9.956,3.39048,347.304,25.1124,13.4671,606.8484,1.27686,8.02166,151.5288,0.543087028,0.429898015,0.412719433,6.510728813,6.562794105,6.107564918,4.481172341,5.33027046,1.976596075,3.928421417,5.775222597,8.117713778,5141.4225
Small,538.7721,28.9884,10.5441,504.8199,7.6335,3.57984,633.2716,3.83344,0.90558,345.2638,21.21906,8.21312,552.843,1.1796,6.85576,160.736,2.095216922,3.074500487,2.308656741,2.251767945,3.114988184,3.003271782,3.978097352,3.751097998,0.589965034,3.883963057,4.809056574,8.111117062,3512.925
Small,298.47,23.5632,8.3657,579.6056,7.72312,3.5441,513.3774,4.949,0.5068,320.224,20.84148,7.65336,567.034,2.82408,4.69016,171.5356,6.495420436,4.896921942,5.258930096,5.682524406,4.973232073,4.98802668,19.62244897,8.605886904,3.26529194,8.031599482,10.73831112,17.05148966,4040.288
Mid,549.4944,26.1159,10.22528,524.4746,9.3537,5.78376,555.1876,6.0121,2.31334,353.6442,24.36352,12.51408,599.1492,2.4875,4.36568,166.656,4.221471347,3.686821204,7.013357419,5.62707782,6.702404895,5.674828574,7.193153285,8.154936667,6.799505163,9.730200867,11.9619326,13.98837995,5189.184
RV,461.466,31.1311,11.7351,523.633,9.08224,4.22688,611.447,0.5089,0.1003,377.2032,21.8483,8.1972,582.5238,2.60312,3.40272,159.92,4.875380021,4.837860122,4.7794706,4.638162481,3.610045186,3.942883718,5.854348402,7.998871493,3.661235347,6.321388398,10.72108055,13.07066349,5974.5825
Mid,512.4608,28.42026,10.73852,512.499,7.28784,3.85852,691.1382,4.938,0.80976,317.44,23.4698,13.1868,587.404,1.7034,10.25958,170.6928,2.275039667,1.732654609,4.474298053,3.162710912,3.470979337,3.415296491,6.065189841,4.1470398,1.58665507,7.285298572,8.163913795,9.946552832,3980.025
Small,300.7291,23.92648,8.3334,578.7341,7.56048,3.4608,754.8825,7,0.999,318.78,21.0288,7.70462,553.7592,2.81624,4.5126,171.156,5.747043663,5.129579516,5.028004969,5.336964037,5.014475921,5.413894705,7.148339666,8.878779216,2.937502888,9.004727488,9.69985211,10.26881794,4058.109
Small,510.0986,23.83128,8.25066,704.1408,3.11054,2.09958,595.192,19.04064,5.83364,303.661,16.51964,5.12754,567.384,2.1189,3.46324,141.787,3.070380142,2.57242157,5.238841163,3.819224475,4.194377666,10.34931299,6.073904078,9.09941692,3.207139733,5.966859749,7.221436107,6.610773462,4142.4
Mid,476.9996,26.1661,11.94284,560.7074,7.47252,4.30258,646.032,5.86224,2.16172,341.0424,25.553,9.946,595.68,3.0534,5.814,164.4996,5.93218473,5.894693355,9.965885725,4.955155884,6.564055911,5.631456478,8.755937255,6.655313578,2.178274747,6.857945595,12.3572179,19.82010039,5432.79
Small,535.8723,29.3654,10.3089,507,7.578,3.5676,634.0288,3.81596,0.88578,343.1715,21.62376,8.31808,550.2078,1.19952,6.83808,158.496,2.056007008,3.15155185,2.301987535,2.113445057,3.208309111,3.18915203,3.756771181,3.828478212,0.636966905,3.601050167,4.700546896,7.909694862,3646.236
RV,614.5419,40.736,11.7672,466.704,2.30046,1.57984,607.5756,1.80612,0.20356,325.2448,16.78684,10.55876,541.6755,1.20432,10.311,164.6137,5.446987557,5.130919896,6.61825337,5.648792378,4.047560455,7.887449246,9.735353155,7.824337565,3.751193437,5.645703779,#VALUE!,10.6689332,5162.8905
RV,465,31.1,11.7,526,9.2,4.2,617,0.5,0.1,376,21.5,8.1,582,2.6,3.4,160,5.0679626,4.6674965,4.7794706,4.5206262,3.6724773,4.0439833,5.6838334,8.1330671,3.8377729,6.3467755,10.4037657,12.7146532,5895
Small,299.4,24.4176,8.517,578.676,7.68664,3.4937,506.5059,4.94312,0.5033,319.712,21.29292,7.65336,562.4575,2.856,4.58804,173.2212,6.987345631,5.091204705,5.091939155,5.601137867,5.278849686,4.753001864,19.29944569,8.270374744,3.428719965,7.533577073,10.45392231,17.49795364,4091.216
Mid,476.484,27.57536,11.088,581.1344,8.5629,4.85296,685.4265,7.90296,3.152,318.3301,25.2654,10.8438,604.3055,2.64056,6.1194,149.4768,2.728440545,2.115742475,5.432667879,5.03583586,4.865727095,4.032745015,4.903705969,5.55809643,1.652877413,5.974320965,8.357002495,11.16188519,2807.413
RV,478.0494,31.1294,11.71268,528.1007,9.12824,4.64876,592.0572,3.521,0.88398,362.808,21.60246,6.7965,585.3174,2.62548,5.41944,150.9547,4.757459757,3.324121452,4.742693592,3.489416107,2.382802105,2.990328563,4.206612768,4.109323483,4.567465762,4.022486712,5.243350217,6.856432469,3151.3565
Mid,544.265,30.11544,10.15,731.1304,2.8739,3.0036,506.6216,11.60884,2.42544,287.7984,23.952,11.71872,615.0842,3.31452,6.88896,148.86,2.189392607,1.706343539,1.908863164,1.973099757,2.194004713,2.702553084,2.647373378,1.490625726,2.423000668,4.366532059,3.539441088,5.818530534,2583.533
Small,537,29,10.5,507,7.5,3.6,631,3.8,0.9,343,21.3,8.2,549,1.2,6.8,160,2.0107648,3.0216221,2.2230686,2.1445409,3.217963,3.0724008,3.8491508,3.6847721,0.6104139,3.7471906,4.6174331,7.7470077,3603
RV,350.9879,26.76288,9.44888,546.6171,7.75236,2.7888,907.4812,0.29634,0.09848,417.1689,19.57072,5.40216,616.4064,0.89262,8.31494,167.8488,10.88042715,10.00621861,10.86560511,12.40424579,12.72926854,19.85709962,12.66078677,3.576149506,4.154804871,7.038468025,9.433802342,12.76923426,7028.327
RV,668.526,31.4944,11.88018,395.237,0.89748,0.71302,749.5057,6.32152,1.61984,309.8652,19.3772,10.04,558.1982,1.5042,7.06752,141.1622,3.57142108,2.763629806,2.862554995,3.770829594,4.261778071,6.308989092,7.901665499,4.561578805,2.466436378,4.140670662,4.586520984,8.610326062,3623.3175
Mid,547.9299,30.09128,9.872,721.0112,2.92958,2.9628,502.2958,11.87316,2.38896,287.4816,23.904,11.583,616.9845,3.32178,6.98832,150.42,2.156715106,1.697820344,2.053132,2.013528088,2.185306974,2.64380193,2.681720538,1.45790653,2.306893666,4.501422436,3.586130823,6.10439488,2574.7795
RV,485.688,34.1619,12.20904,532.809,8.82876,3.64968,620.9426,0.88686,0.19668,387.833,21.45744,8.92346,600.5574,1.80828,5.36042,152.684,5.045360892,3.087432246,3.938952931,3.552700486,2.543863753,3.698897881,3.817786937,4.203569134,3.037885033,3.575264509,7.715043262,11.47472673,2897.9955
Mid,508.1088,28.39714,10.53308,513.366,7.27632,3.8114,696.2516,4.971,0.79728,316.832,24.20114,13.23432,593.009,1.67484,10.01718,170.8304,2.27287193,1.688316734,4.476447091,3.26216723,3.236476181,3.140634063,6.111512574,4.0238604,1.50898664,7.341664519,7.638102398,10.28006644,3828.405
Small,302.2341,24.44704,8.4218,580.419,7.72768,3.4755,747.2019,6.9972,1.0124,319.907,21.02048,7.6923,560.0646,2.7804,4.4838,170.646,5.508529993,5.239409929,5.318989616,5.126679669,4.872293313,5.432079572,7.635474842,8.650676793,2.907144837,9.056478795,9.522728429,10.3006757,3938.571
Small,535.6955,29.61184,10.57456,515.449,7.39344,3.4587,664.7936,8.34288,2.9514,343.387,20.92512,8.23194,547.7373,1.32574,6.7524,156.7488,2.193521675,2.715448936,2.156459852,2.009492034,2.097816753,3.404352018,5.501550969,2.426476742,0.683889499,5.393168833,7.083641302,11.69781825,3750.656
Small,508.8842,23.9068,8.00442,710.0544,3.08512,2.08992,586.932,18.51424,5.684,304.4462,16.7668,5.01942,564,2.11386,3.41156,140.9776,3.054802364,2.726554268,5.536289434,3.741121725,4.267435473,10.47911624,6.224322703,8.407164628,3.131825297,6.366889753,7.161316414,6.919186829,4435.82
Mid,502.071,30.41428,12.10484,542.214,9.21656,5.5104,949.1867,9.812,3.43128,348.7308,25.2042,13.974,603.4548,1.30078,8.05326,152.2584,0.537012847,0.44450835,0.418941334,6.790434037,6.339723764,6.035894513,4.929994531,5.386775094,1.915181761,3.728574397,6.162421636,8.067449297,5471.1015
RV,630.1166,38.69478,12.8768,462.8864,2.30644,1.4817,663.367,2.0132,0.39728,360.432,16.7,8.8632,581.3648,0.80256,12.99968,139.6116,2.852605041,2.599818521,2.301559462,4.150002173,2.885600794,8.801861933,10.60308407,4.610899726,2.639192964,4.739630531,5.886404422,12.36174738,3796.571
Small,502.503,26.41164,10.01286,544.482,8.54952,4.26552,583.3035,5.37314,1.89962,340.0956,22.47528,10.02474,564.8016,2.448,3.64376,147.4672,3.925403782,2.915997048,6.471404291,4.250708598,4.030200364,6.179982534,5.472012415,4.945059453,6.818479986,4.469211167,5.508417307,11.34619537,4194.9765
RV,466.9023,35.09544,13.2179,494.5928,9.32104,3.70962,814.8576,0.19848,0.20032,469.5399,20.3212,4.12952,572.166,2.3253,4.80984,169.3413,5.586154997,5.787115705,6.334182565,7.93440373,7.795615083,13.40276214,14.2483986,3.300166381,2.759824688,3.701705561,4.128206115,9.76346321,2874.144
RV,491.372,34.5483,12.49672,525.389,8.78526,3.58776,621.8134,0.91404,0.1984,387.6774,21.40128,9.17098,601.6955,1.8252,5.40282,150.632,5.222299799,3.034121872,4.205825267,3.507269533,2.64577509,3.568369295,3.868968788,4.152130451,2.805438585,3.628299123,7.275884987,12.27819567,2797.282
Mid,510.6176,29.34506,10.81128,511.275,7.2792,3.8608,687.1995,5.025,0.80672,319.776,24.2585,13.16832,589.941,1.7272,10.12828,172.0344,2.273955798,1.811767288,4.351802861,3.184259781,3.319633328,3.376059001,6.33077351,3.99101256,1.550990995,7.32405016,8.18763461,9.853365207,3999.975
Small,538.317,30.00256,10.494,514.932,7.41972,3.4517,674.4796,8.4756,2.9442,341.4774,20.98902,8.35644,546.3648,1.31586,6.7524,154.7832,2.185832816,2.72456118,2.07380079,2.110117574,2.008370922,3.354115638,5.707139571,2.474692872,0.711994547,5.314855636,7.018401755,11.06939923,3422.72
Small,353.0452,21.81678,8.323,551.65,6.10824,2.75072,862.4448,9.6321,2.75128,327.5886,22.20222,10.58728,556.9398,2.533,2.346,150.27,3.061402378,4.274345264,5.326095395,5.98872654,5.848179689,8.078904732,7.534515615,6.615268445,2.452390517,4.789057807,11.11135566,11.19132001,4043.9875
RV,406.3081,47.95274,14.39596,717.074,10.68074,3.5511,639.582,1.37368,0.59988,365.0549,19.3224,9.86436,570.4704,1.69456,7.9152,146.421,9.558506123,11.12746842,12.7250898,23.23701243,4.813424644,1.757690835,2.289643173,2.155572883,2.222640634,6.605650359,8.799304836,12.738554,4328.6415
Mid,489.365,30.18608,11.3022,514.7961,9.88232,5.9544,654.5126,5.21414,1.69014,338.2881,25.24768,13.4595,620.1045,2.72538,6.86256,157.2324,21.08640431,8.61193867,10.68423506,11.0219414,6.496618968,6.370752302,8.496673448,8.218068322,2.030045416,11.32531024,12.3256995,23.68966007,7222.776
RV,452.4352,31.0546,11.72574,547.7784,9.4753,4.31634,613.9329,1.4826,0.10158,378.6375,21.6677,8.10652,585.8223,2.70054,3.45576,157.1942,5.642082203,4.730104129,4.478498469,4.119738921,4.392988493,6.669436278,5.101802112,6.18624405,6.434016873,5.977476733,7.289598818,12.75512364,5986.706
RV,407,47.3,14.2,716,10.7,3.5,645,1.4,0.6,367,19.4,9.9,576,1.7,8,145,9.8237473,11.6031996,13.3316813,24.2937924,4.896668,1.7291597,2.2143551,2.0706752,2.1208403,6.354642,8.7555272,12.5999545,4379
Small,530.8805,29.78944,10.59788,519.8952,7.3073,3.5455,670.9392,8.49744,3.0462,342.5345,21.67488,8.23526,545.2119,1.30078,6.90336,154.7988,2.220981886,2.552730279,2.16483039,2.032635908,2.135259193,3.201731952,5.301444731,2.428887549,0.674174174,5.22349024,7.196952094,11.1962361,3517.696
Mid,515.6501,33.37996,12.84324,530.2385,9.2256,4.976,957.9976,11.6495,4.312,374.9769,22.932,10.908,611.9776,1.7,7.33796,146.803,3.659311112,4.411416561,3.877130841,3.573202065,4.120551561,4.011741127,4.178843698,3.749966252,3.537625132,5.766850883,6.234493845,7.983939533,4244.8765
Mid,472.0968,27.0141,11.83574,566.5522,7.27716,4.27076,641.7105,5.90236,2.1648,341.658,25.25952,10.12,602.4,3.0276,5.77068,162.2828,6.009106213,6.283388088,9.935205728,4.875794028,6.680176801,5.275444861,8.774046742,6.911813331,2.178274747,7.262203441,12.7839878,19.55017685,5325.21
Mid,471.4336,29.27652,11.19378,523.2615,10.05,5.7057,979.979,6.9345,2.17712,339.864,22.8542,12.37324,603.548,1.86808,2.43696,166.833,5.26840037,5.021225475,7.215951565,7.618370126,5.436947938,7.85812131,9.619890324,6.40101516,2.059513081,8.062002306,11.11193691,15.46867843,5962.904
Mid,542.624,30.67716,9.894,732.6592,2.93248,3.0102,507.1749,11.95812,2.39568,289.2096,24.3504,11.52216,608.9542,3.34884,6.76614,149.28,2.2536208,1.62707783,1.889234751,1.88435464,2.234231757,2.612467981,2.620952486,1.449536503,2.449975022,4.336072941,3.692080607,5.863196838,2378.451
Mid,475.068,27.23012,10.901,587.7806,8.398,4.94116,680.7276,7.67208,3.25504,321.1692,25.1481,11.2178,605.0267,2.652,6.17396,148.8361,2.993725407,2.210396942,5.212460876,4.624403498,5.031262141,4.263129336,4.91369315,5.816815354,1.553576638,5.572589488,8.369594663,11.3114004,2762.4835
Mid,509.1604,33.233,12.78906,536.0165,9.486,5.029,944.0984,11.6587,4.47392,371.3588,23.42808,10.77408,613.6884,1.66872,7.27372,146.9052,3.819954683,4.404992168,4.048151143,3.852732026,4.122558649,4.001615582,4.268829303,3.789164505,3.718433025,5.862072363,6.163995635,8.576867482,4210.9005
RV,473.9202,34.31368,12.95328,490.048,9.30788,3.68668,813.7968,0.20136,0.20272,468.174,20.45048,4.05654,564.414,2.28896,4.93724,172.6929,5.45551792,6.079943156,6.470681111,7.771144394,7.513662241,13.33129807,13.96708767,3.433488948,2.826082116,3.650186978,4.27203857,9.734718961,2919.28
RV,478.0494,31.97896,11.85664,532.1211,9.20184,4.63496,583.296,3.5287,0.91602,357.768,21.00606,6.969,582.7566,2.58648,5.38704,150.1393,4.795691478,3.307754532,4.516959618,3.642893965,2.574606609,3.104485875,4.263577316,4.201968551,4.482798311,4.273892132,5.040873805,7.103995965,3045.131
Mid,513.597,30.5216,10.72778,551.4705,7.0574,3.65328,943.943,9.0162,2.9598,341.712,22.85436,11.62772,549.014,1.57952,6.923,154.535,7.149103948,5.658627761,5.26560653,5.524575649,3.898942344,6.612691957,6.006641733,7.304808315,1.798006299,5.39870071,6.762858429,13.15584418,2641.386
RV,635.3539,38.907,12.82048,462.3296,2.323,1.4829,670.134,1.9756,0.39256,361.476,17.01396,8.9766,581.9518,0.79648,12.79744,139.0834,2.90922163,2.487943689,2.320749119,4.017731188,2.729017805,8.616797143,10.6451181,4.419797376,2.677289826,4.865826531,5.747518374,12.17241232,3706.667
RV,630.0535,39.44148,12.7488,460.1024,2.33358,1.479,674.891,2.0124,0.39672,356.904,16.9004,8.9082,582.6562,0.80112,13.056,139.3614,2.778567964,2.573121118,2.325546533,4.009464251,2.853445358,8.652907346,10.47698198,4.575345801,2.519647638,5.016290992,5.821393931,12.58162036,3648.604
RV,470.1474,31.41512,11.1364,525.092,8.12128,3.84462,876.09,4.16806,0.10144,317.344,20.8242,8.82,577.0683,0.5052,9.6576,167.2505,6.340747655,4.26552219,5.069463663,5.187417307,3.398868367,3.5355953,5.107364147,5.007343302,1.931670856,3.915963508,5.641384321,8.297707811,4346.201
Mid,514.4237,33.59372,12.69618,533.5555,9.1326,4.912,960.2824,11.408,4.35424,370.9112,23.62932,10.89936,612.4664,1.72516,7.41826,145.781,3.889068777,4.419982418,4.136679299,3.729518161,4.100480682,3.865933272,4.422463263,3.917958767,3.705648628,6.031685624,6.26514524,7.963351757,4185.4185
Small,354.1132,21.58026,8.077,548.185,6.1876,2.7804,858.9024,9.7873,2.77256,329.0928,21.95694,10.55548,562.7988,2.4615,2.25814,149.955,3.153051503,4.242761432,5.549122321,6.16244083,5.811552258,8.157455094,7.085605009,7.000851755,2.503154638,4.901948117,11.13905097,10.79085692,4042.01
Mid,509.141,30.24086,11.93544,534.924,9.26808,5.63584,936.7655,9.818,3.37348,351.306,25.041,13.54382,600.4854,1.2909,7.80362,151.3768,0.568212051,0.422814217,0.405253152,6.54779818,6.268599887,6.3007634,4.671510547,5.478258787,1.820698201,3.80280329,6.168378545,8.230808862,5068.1605
RV,668.057,32,11.93166,397.8045,0.9063,0.6888,763.3588,6.0946,1.58272,306.528,19.686,10.056,550.6221,1.515,7.272,143.2638,3.892718972,2.993691135,2.782081562,4.013240068,4.39349358,6.619053223,8.045406815,4.322812218,2.454035994,4.1902348,4.624741992,8.027548988,3475.536
Mid,543.4445,29.63224,9.988,723.7776,2.85128,3.0498,500.5353,11.93924,2.36784,286.3872,24.1776,11.63448,607.6669,3.31452,6.94968,150.33,2.332497528,1.632191747,1.994246761,2.060858817,2.261412192,2.669913554,2.713425608,1.453341061,2.2869561,4.207709518,3.503525907,5.770886477,2409.7135
Mid,516.6014,30.38176,10.92834,554.3253,7.1022,3.6504,945.2632,8.9514,2.9736,339.0678,22.46846,11.56872,553.3906,1.61216,7.1344,153.9305,7.325534277,5.457517816,5.422912385,5.871962759,4.037902583,6.881612693,6.03266955,6.699552769,1.781594477,5.131386403,6.988399252,13.40996895,2662.042
Small,301.1204,24.2687,8.4388,578.9665,7.57568,3.4475,754.5813,7.0546,1.0104,323.7388,20.95808,7.83552,559.7298,2.84984,4.491,169.762,5.741364766,4.897437962,5.256074017,5.201210837,5.011936946,5.424286057,7.443573106,8.8529563,2.956295968,8.353523536,9.620612568,10.27412757,3983.913
Mid,542.0223,30.1396,10.162,723.3408,2.91914,3.0216,502.9497,12.01004,2.4288,289.728,23.976,11.53386,613.4904,3.27756,7.01592,150.33,2.324609855,1.738731678,1.926528736,1.887312811,2.132033321,2.635968443,2.619631442,1.518779454,2.243562574,4.231641681,3.681306053,6.059728576,2399.7095
Small,534.4761,29.5742,10.5525,510.3969,7.599,3.64032,627.7819,3.78708,0.90216,341.0449,21.35112,8.06224,547.0236,1.19496,6.6708,159.056,2.020818624,3.10773833,2.21528786,2.037313855,3.37886115,3.092371405,3.851075375,3.692141644,0.606751417,3.799651268,4.446588075,7.739260692,3563.367
Small,537.461,29.0672,10.70812,514.3633,7.16422,3.43,670.9392,8.5008,2.9412,339.3291,20.9592,8.42118,548.9451,1.28492,6.77824,155.4852,2.139699661,2.557937276,2.076939741,1.969241818,2.1414996,3.2653647,5.408350804,2.368617386,0.71338245,4.97027757,7.121411566,12.01491042,3446.016
Small,498.3948,26.5131,10.01088,544.536,8.2572,4.13112,588.9195,5.23746,1.92432,335.7692,22.56852,9.77922,558.2708,2.37168,3.66818,147.3784,3.828814122,2.902940345,6.493309431,4.400336912,4.284264851,5.774495174,5.082833489,5.088650074,6.604566888,4.526187342,5.437832769,12.4245283,4174.6815
Small,300.3378,24.41812,8.5374,584.0793,7.5848,3.5175,757.9698,7.049,1.0164,321.0662,20.54208,7.58758,554.2056,2.83136,4.4109,170.765,5.647662967,4.90991869,5.064705736,5.246461904,5.192204182,5.164502242,7.65761735,8.930425048,2.931720402,8.793409649,9.671885213,10.20510242,4288.941
RV,611.2533,40.648,12.1224,461.8888,2.31564,1.61664,607.212,1.77732,0.20164,326.6224,16.90708,10.71712,542.493,1.21008,10.5294,163.0163,5.31589601,5.041729594,6.751506793,5.760373462,4.208883764,8.006490593,9.577171642,7.907030614,3.812044822,5.347970146,#VALUE!,10.07038084,5603.724
